Date,Stock_Rolling_Vol_Pct,Bond_Rolling_Vol_Pct,Strategy_Rolling_Vol_Pct,Stock_Rolling_Return_Pct,Bond_Rolling_Return_Pct,Strategy_Rolling_Return_Pct,Stock_Sharpe_Unadj,Bond_Sharpe_Unadj,Strategy_Sharpe_Unadj,Stock_Sharpe_TreasuryAdj,Bond_Sharpe_TreasuryAdj,Strategy_Sharpe_TreasuryAdj
2014-04-23,11.41784145229563,6.370192030651451,9.765718794727091,21.22009864664216,-4.319337086407016,3.760389513349538,1.743012336486635,-0.6612967396311034,0.4267966938406167,1.7397370391726874,-0.6671673358799829,0.4229672956953438
2014-04-24,11.418609926517016,6.369892291001007,9.767860065169549,21.4547791561531,-4.3915235668218315,3.961268256643269,1.7598543843492995,-0.6731773467202323,0.44652858460525346,1.756593555994018,-0.6790226774299667,0.44271668243037915
2014-04-25,11.446683920537277,6.3710611436262345,9.7927002466814,19.94980186751416,-4.154342577581627,2.673057543887114,1.6468070023262587,-0.6341590417550804,0.3183000747908549,1.643569078368469,-0.6399765172537472,0.31451526660006873
2014-04-28,11.445131162392453,6.361212014530178,9.794245598744848,20.580899447627885,-4.638030019069861,3.2132561698961393,1.692899303305666,-0.7147588702565919,0.3718502381326656,1.689675502293133,-0.7205591525527354,0.36808304391051716
2014-04-29,11.437863494999007,6.362073358038292,9.784663140127805,20.377273206201462,-4.51863749409921,3.038958851535001,1.6791149717266296,-0.6949903252207759,0.354843674888116,1.675899530502095,-0.7007711101524606,0.3510849580804222
2014-04-30,11.43783123168724,6.368327016505113,9.784615550406754,20.375423436686035,-4.2484536460915105,3.0373755100958855,1.6789849368825402,-0.6498819818387488,0.3546878584953919,1.6757781601167903,-0.655641511986821,0.35093926242072865
2014-05-01,11.395802448852734,6.366356479912616,9.741297609349619,21.478529460611174,-4.28530500886668,3.981597730626296,1.7648661069741107,-0.6561481568441491,0.4494887299939536,1.7616586463783885,-0.6618895235782705,0.4457365001805202
2014-05-02,11.368754381613911,6.368423902258838,9.702802830067505,20.203541788349444,-4.145113314149784,2.8902505120081967,1.6759175860091842,-0.6329360016693178,0.3421313866180623,1.6727147110770773,-0.6386536955566922,0.33837858456118486
2014-05-05,11.336135354671221,6.3129349094387806,9.659796487545515,19.3286934200815,-3.3772281221389644,2.1414092846039567,1.6159318815688914,-0.5126846572982912,0.2675998944587756,1.6127302921686977,-0.5184337504398052,0.26384270859699543
2014-05-06,11.372542265916747,6.313175726047583,9.694868017984119,17.924770531818403,-3.1387313433871467,0.9396977915493876,1.5069840189623247,-0.4736176660004683,0.14489907797312723,1.5037961681366976,-0.4793602541724248,0.1411595770139979
2014-05-07,11.375821293673111,6.312518136850144,9.699210856324028,18.01491838820295,-2.9283687369189737,1.0168613708294139,1.5133040993770193,-0.43931026538495127,0.15275624033854293,1.510122399919405,-0.44504402228755807,0.14902455072212475
2014-05-08,11.368181602183196,6.312251532172445,9.686070509827923,17.25665087318704,-2.9413811018831337,0.36780949253731876,1.4575059348108366,-0.4414550144063439,0.08628164945819218,1.454326635042226,-0.4471808409126434,0.08255022327244729
2014-05-09,11.362946416264673,6.312600467349756,9.682958645632308,17.80756041077638,-2.9989364103903293,0.8393698100512603,1.4994036038730638,-0.45082270746476466,0.1346882540822352,1.4962273792819638,-0.45654004535449233,0.13096095634654042
2014-05-12,11.393451420439273,6.29318277482362,9.722591576482051,18.509095236949634,-2.7040679004499357,1.4398603857361358,1.5478374309226703,-0.4041828721637209,0.19560099261209757,1.5446749347928177,-0.40990839251042854,0.19189501095696362
2014-05-13,11.393164886447526,6.3036467112031485,9.722935252352432,18.63400630743046,-2.1509668127000614,1.5467801248910673,1.557126467460448,-0.3134899704527681,0.20643319408197883,1.5539691163144371,-0.3191965437838816,0.20273346542213713
2014-05-14,11.363436015670972,6.308277028508953,9.678126248014612,16.828462398695933,-1.307687302969729,0.0012943403938203701,1.4258531565321193,-0.17719145015578097,0.048473132829652404,1.4226945294158293,-0.18288125372197053,0.04476447516043825
2014-05-15,11.39290909323412,6.313055457997612,9.703229289959914,15.12190289944777,-1.2137040461496218,-1.4594640680437587,1.2932207851876645,-0.16193333807249122,-0.10304973115947921,1.2900769472082823,-0.16760689195480086,-0.10674102394795525
2014-05-16,11.385781322400005,6.297966823286163,9.700356154017225,16.105431544456984,-1.890832056670233,-0.6175961233459537,1.3687205131454343,-0.2716762188698028,-0.015412790654507487,1.3655781923202415,-0.2773570645719716,-0.019101085928660933
2014-05-19,11.354293853454342,6.276377788225419,9.65943019466429,15.405538248494576,-1.48252894675871,-1.2166816035397265,1.3189205980657357,-0.2066607651340684,-0.07847771118421581,1.3157737569522687,-0.21235356437560934,-0.08217670356703471
2014-05-20,11.376872918431339,6.28292482451328,9.681693803628049,14.644749496205002,-1.1226045755674985,-1.8678915774323568,1.2583581999865676,-0.1483407221997276,-0.14638767910515593,1.255221092239164,-0.15402127340326732,-0.15007406672467186
2014-05-21,11.40548962870407,6.279038208894329,9.720056266824606,15.48810049366358,-1.5332493318324647,-1.1460110562172332,1.3197824010096837,-0.21474769777008235,-0.07003020427919159,1.316658383231484,-0.2204222853715193,-0.07369591889966683
2014-05-22,11.38408710260086,6.229848934528074,9.700993170308486,16.57804789795476,-0.8512050282139194,-0.21305217826772527,1.4046142669170925,-0.10614073465419391,0.026470397700403967,1.4014868159169969,-0.11185566851027438,0.022800343101956163
2014-05-23,11.381686559253477,6.232349008703492,9.703148671526627,17.478374631538873,-0.7525331911548916,0.5575976859788501,1.4725237269089675,-0.09011349927763457,0.10577406702221433,1.4693998001193431,-0.09581849999308013,0.1021097352926701
2014-05-27,11.391956887567893,6.2322993286915365,9.719853069164316,18.328086539865485,-0.7611455191792071,1.2849229362172254,1.5346038733256853,-0.09150710555123284,0.179907982059464,1.5314858979312957,-0.09720642122849193,0.17625362216156926
2014-05-28,11.374837966100902,6.144609745721843,9.694507155146688,17.36906324657086,0.9708046304289786,0.4640307609462102,1.4651530760631806,0.18787764527965006,0.09617990971566984,1.4620328502102746,0.18210151547431055,0.09251886094584132
2014-05-29,11.355532848283419,6.132522699459517,9.680474581103365,18.943879274131415,0.4342114858464141,1.8120211210911563,1.5849040988747467,0.10123537429468649,0.23386958194565166,1.5817820629976713,0.09545433071880662,0.23020732544586678
2014-05-30,11.34977975633121,6.133031078072077,9.671742532019465,18.581523747732188,0.34743421569616295,1.5018567920627834,1.5587489206495408,0.087137642404122,0.20244489816349437,1.5556235540800651,0.08135384288153735,0.19877728375958367
2014-06-02,11.24527877786989,6.14403523911053,9.55937532048425,20.50382583801329,0.16338880369466402,3.1472837128190267,1.7152839263469029,0.05721213789564608,0.37192638670839373,1.712131280542744,0.05144192669471221,0.3682177363241287
2014-06-03,11.23725463461366,6.16301078056168,9.546105160599263,19.804536301930796,-0.48460724162501245,2.5487150310857576,1.6645985086082318,-0.048086993414377506,0.31133695290333463,1.6614436116063924,-0.05383943848026411,0.30762314707789973
2014-06-04,11.231273790734456,6.158175107403241,9.542262596138444,20.389573280871986,-0.30653084793791363,3.049487308062493,1.7088311737096407,-0.01914134307996988,0.3624809867045326,1.7056781298896184,-0.02489186134215439,0.3587698439792021
2014-06-05,11.130353082996182,6.140620357992311,9.43796874478434,23.09327712870757,-0.6431738047910751,5.363768252495049,1.923003694289806,-0.07445385653207179,0.600791148800111,1.919827409194989,-0.08021112086963307,0.5970453031045413
2014-06-06,11.115128264912792,6.139802256455377,9.448384500935047,22.71658564383707,-0.8424837309685462,5.7361539274774165,1.8978895162919591,-0.10717608754154297,0.6375811460366527,1.894714949752063,-0.11292313163231088,0.6338465695836143
2014-06-09,11.036637930956768,6.092293101432089,9.347595813295237,21.147215027338273,-0.2130631494025037,4.383938884948657,1.79389400723277,-0.0046281473536201765,0.5057327200326827,1.7907004593463445,-0.010413494701626908,0.5019621214272616
2014-06-10,11.03614453620415,6.089764157094239,9.347411868946505,21.22241907830005,-0.1405510083233752,4.448736866955416,1.7995968148822088,0.00727299346415009,0.5123810777961538,1.7964049220652571,0.0014885017230518375,0.5086125276385456
2014-06-11,10.988327698566467,6.086211774565052,9.295412275714979,22.07624900776448,-0.25194869387707985,5.1844213905759995,1.8708735040494249,-0.011097356731934488,0.5902478980386135,1.8676720549862418,-0.016877400660661797,0.5864633890385738
2014-06-12,10.985831770876285,6.08198995640733,9.315144748503295,22.116151511404738,0.5876164244079662,4.871435798477641,1.8742507824557397,0.12666468050477542,0.5571971407772682,1.8710511345478982,0.12088519157211898,0.5534236305860034
2014-06-13,10.902960462597335,6.037873271772437,9.290569638026422,20.75770668006436,-0.36164137515969363,4.4125328138716835,1.784993868964463,-0.02989125588656704,0.5112145955862405,1.7817746326431032,-0.03570442962368943,0.5074366564824981
2014-06-16,10.880977292134116,6.036378923752798,9.269166014281033,21.60380195426852,-0.4940651657250439,5.144104760791457,1.8525987123185632,-0.05194520056530445,0.5875223005776419,1.849378442522359,-0.05774995254818016,0.583742059456374
2014-06-17,10.858330185031301,6.046186622809354,9.268661823405083,20.953233951959184,-0.674539261531415,5.672372626979039,1.8067969184473862,-0.08178720598417764,0.6416322373423915,1.8035724903672412,-0.08757794764273323,0.637854787542282
2014-06-18,10.856742359690262,6.069049379453031,9.26665314251269,20.922914519629842,-0.09352776663095197,5.6458836589186046,1.8047344891658512,0.014849474131802322,0.6390454018912121,1.8015194582911769,0.009098200793516191,0.6352786954711069
2014-06-19,10.764289159375583,5.916447190891978,9.16680127672677,22.70398310096027,1.0394143114272447,7.201937487750643,1.9552455862578884,0.20427412047221147,0.8045449389112124,1.9520140013614433,0.19839462672434974,0.8007501894431814
2014-06-20,10.438158355580864,5.899549477059924,8.79850644697483,26.1507387300558,1.6184737799691762,10.213240561602955,2.2786149389898727,0.30156199471264566,1.149378969105399,2.275293791190512,0.2956858397983058,1.1454389064526136
2014-06-23,10.436724910049882,5.80254792377261,8.729735366310583,25.6975863241915,2.6341891388804495,11.340431886287416,2.244401046212372,0.47704080378124697,1.2743506480935178,2.241092749973484,0.4710903526656647,1.2703954562901694
2014-06-24,10.37024636149206,5.810422456078086,8.748027337878783,26.555922485061778,3.307000792687309,10.955063674030496,2.3238039472720153,0.5889398201569512,1.2322178017949237,2.3204813310103782,0.5830097265263522,1.228279045333946
2014-06-25,10.33570057357335,5.8095150813764285,8.754894117663557,25.83484334731596,3.5291954945671167,11.558951441429333,2.2758925041377847,0.6260105309434043,1.2933448210099001,2.272573372037572,0.6201054674275343,1.2894263777836454
2014-06-26,10.301954596243299,5.801715857095954,8.748001125014653,24.605096926924496,3.383079634161068,11.055087376505579,2.187596902593195,0.6024275612130915,1.2425259429764053,2.1842784538836644,0.5965350789237813,1.238618020761147
2014-06-27,10.285900527080305,5.777741062759998,8.734830803887728,23.99193733880043,2.8290350603595416,10.651073157360713,2.142851029735177,0.5116726099886858,1.2025260951698562,2.1395378181229794,0.5057742208608155,1.198624546778894
2014-06-30,10.261796706246702,5.776663643888315,8.73366169182843,24.734853428572467,3.0289559567010294,10.74968796928375,2.205908314206471,0.5453849180498795,1.2128796020329167,2.2025911872448036,0.5394922982561944,1.2089820750012383
2014-07-01,10.258822977442186,5.786566531873028,8.758575952020317,24.675728279250908,2.6529775563615132,11.484920402072586,2.201892611370266,0.4813633788679259,1.2852547859611865,2.1985687206650355,0.4754705569063179,1.281361549603116
2014-07-02,10.256044604431215,5.801607261313556,8.756460265344106,24.951489630393265,2.194776349935723,11.73150594607828,2.224023097518206,0.40314820376791327,1.3107871088060206,2.2207091400871124,0.39728981079169057,1.306905620830223
2014-07-03,10.264346254098076,5.801948805885863,8.768285254282743,25.461321665525706,2.1851165510634374,12.187397278253664,2.2620136238363804,0.401498485665836,1.355597573184711,2.2587147180644234,0.3956623240181049,1.3517358020263797
2014-07-07,10.221648525021571,5.552519660142705,8.710829312595287,23.68068888468482,4.187340910260362,10.595157099854813,2.131071488908833,0.7664843405696957,1.1997983787102677,2.1277696731684905,0.7604060190043656,1.1959238911292327
2014-07-08,10.238379782780052,5.540688125844849,8.724413520962724,22.243395188352345,4.053466508311643,9.309930411857415,2.0134918378336777,0.7447939884138237,1.0640336164851816,2.0101992936842543,0.738709849280252,1.060169710060713
2014-07-09,10.221328392764145,5.538594696720281,8.702619141247883,21.827606497304085,3.898963505365871,8.9381325505949,1.9833213876218847,0.7182214202457201,1.0273176628004412,1.9800311154498358,0.7121493109447818,1.0234531994904612
2014-07-10,10.231642240404055,5.529513722226221,8.712615331159812,21.33036943847435,4.491980338640222,8.493503634528432,1.9414208153197765,0.8222552124889775,0.9792809668831011,1.9381396774755193,0.8161838958686846,0.9754277692739027
2014-07-11,10.14357322771731,5.442846755336549,8.602300189221705,19.797719541725446,3.6267374422411347,7.123009520705104,1.8319828908138824,0.6816905337202599,0.8429173117132414,1.828679133449158,0.6755334791012154,0.8390216205587192
2014-07-14,10.152141598311465,5.447210787150447,8.61485291806298,20.357745515323767,3.477760859413248,7.62378422602632,1.8764957795420432,0.654773132979717,0.8959672418218592,1.873200673714021,0.6486319384758408,0.8920841365308375
2014-07-15,10.150958371098428,5.439794960127096,8.610649065601327,19.71506575582238,3.0638094350644796,7.049100582137124,1.8239192370428403,0.5818953376864994,0.8341651526961952,1.8206237471270559,0.5757457711692494,0.830280151612927
2014-07-16,10.145526213827418,5.441294754336534,8.60822102413458,20.625977090605208,3.1630273557305966,7.863636651452244,1.8996119788837564,0.5994358072174826,0.9224598498058719,1.896321373751725,0.5933003335602672,0.9185815896481954
2014-07-17,10.220690697345622,5.454132126911478,8.689303022330515,18.91622965046409,3.306956348086909,6.334782078854295,1.7466195631488652,0.6237174135300055,0.7503287029207594,1.7433601462424346,0.6176094771472486,0.7464948520389665
2014-07-18,10.255669063520363,5.4370513398807025,8.732908073919823,19.485430295615647,3.5826491830254437,6.84376076695441,1.7876018828368334,0.6745305105085417,0.8017064205407494,1.7843582258116062,0.6684121439663153,0.7978971656253517
2014-07-21,10.259120987229334,5.410637089651786,8.73491472297749,19.01302359069801,3.0479971961130836,6.421335130288597,1.7483925033213117,0.5819035277705636,0.7561774303893601,1.745152645318591,0.5757604258251524,0.7523722306495254
2014-07-22,10.265458515204275,5.411762974256944,8.743736750005564,19.330395645321108,3.1870293701766084,6.705128926689907,1.7733374367639683,0.6067108898199401,0.7859679713834056,1.7700937804781598,0.6005580669417137,0.7821598033207605
2014-07-23,10.262954006868332,5.41024213531399,8.743082233157285,19.85969934617866,3.2977517611442186,7.1784318042675155,1.816900808425602,0.6266915074371027,0.8366551271044711,1.8136563605778122,0.6205369549777578,0.8328466739581345
2014-07-24,10.253360817781502,5.382685724552245,8.733754378285274,20.310001867400416,3.5766891116379984,7.581091900407455,1.8551043859403404,0.6797293723503732,0.8804037113713925,1.8518569025413558,0.6735433119441961,0.8765911907076177
2014-07-25,10.267693887345143,5.393913116010614,8.74717641029519,19.51863784747403,3.824182673852028,6.873454928976042,1.7883364168849565,0.7226791158788975,0.803718332814822,1.785091534375359,0.7165022532575753,0.7999093939360162
2014-07-28,10.26757714295634,5.3950016039082165,8.746599691725116,19.416957869648343,3.612921279882686,6.782532787265949,1.7800602866215114,0.6847836685520399,0.7940321612892688,1.7768115023769908,0.6786006967384128,0.7902184343522745
2014-07-29,10.272977302653711,5.391788514676664,8.752280325901387,19.26417966739935,3.9664438992476514,6.645918660747729,1.766707839323261,0.7483422173992724,0.7789426783744288,1.7634576726087134,0.742149673163255,0.7751277995491271
2014-07-30,10.273060182301217,5.43928081826312,8.752310845315574,19.248745953640146,3.2664343570466103,6.632117848242625,1.765433742061824,0.6180591543544065,0.7774612151557126,1.7621843741233347,0.6119221385425995,0.7736472564222422
2014-07-31,10.481852568932844,5.439160767272295,8.986243798502539,16.821498570289407,3.1655494959440755,4.4616754929918345,1.536029098129572,0.600099277809591,0.5306561673891926,1.532848998703512,0.5939708813961083,0.5269467940307643
2014-08-01,10.422092504009075,5.394744857148278,8.923862250341797,15.136234397574967,4.696782007114297,3.8129315108070827,1.4047346464563462,0.8777401958062482,0.46392596453787766,1.4015427852245843,0.8715738480181222,0.460198220643567
2014-08-04,10.44157433911715,5.329690683773845,8.922899919703758,15.76725154637777,3.872631694591422,3.713856754863709,1.454682655757791,0.7394989811086451,0.4532639699812417,1.4515024505386618,0.7332685352573909,0.4495424949554085
2014-08-05,10.49585318779503,5.319479822907654,8.922596537902429,14.66828260523716,4.250477195151459,3.8302782592996687,1.356773124019299,0.809085888052239,0.46585205887752457,1.3536131458758396,0.8028509425736295,0.4621349047364063
2014-08-06,10.475090428709533,5.319922010682611,8.901309269658583,15.433417777421866,4.310061323772607,4.5484250722579,1.4227793800938213,0.8197653530431633,0.544201903004338,1.4196207150858215,0.813545844274734,0.5404847754907952
2014-08-07,10.48434304809726,5.326445371586148,8.904199832521758,15.2106123491484,4.401953152229021,5.3877886425673704,1.4031777019162264,0.835360806586596,0.6338771478203966,1.4000293943528639,0.8291638151199623,0.6301701402131941
2014-08-08,10.538075143924425,5.325861689272664,8.898830657244842,16.141508833949516,4.158536438155802,4.9312738242750065,1.4729641412998342,0.791610321270974,0.585412133790488,1.4698413005810425,0.7854312779391844,0.5817140377793741
2014-08-11,10.534679543787597,5.325998569863579,8.893885108737688,16.79962137094475,4.037297504008075,5.178453881125833,1.5270755028289258,0.7697202373572193,0.6121487737742055,1.5239603192887639,0.7635584894924377,0.6084588834827911
2014-08-12,10.53448730710553,5.3241825486213,8.893708711991497,16.812206683098886,4.091186179450901,5.1897869972648,1.5281248937230727,0.7796924474941915,0.613370897921793,1.525018317245244,0.773545740431581,0.6096911967381783
2014-08-13,10.54902284303835,5.252569827912718,8.912429679526314,17.18114438753775,5.382926531546972,5.522016647291417,1.55607530978752,1.024449509237216,0.647657709280766,1.552981289671566,1.0182356196651872,0.6439955329659283
2014-08-14,10.536439942592864,5.255220753572173,8.902308512498267,18.362495772546872,5.501074567590725,6.585827563004698,1.6530735427071859,1.0452854026604304,0.7609981046875343,1.6499841133106774,1.039091259955566,0.757341571413329
2014-08-15,10.424263269246941,5.236980838957207,8.77618269265156,20.084695884052174,6.515190549275363,8.136674585246183,1.8084025892414748,1.23145728407139,0.9353035113826189,1.8052886696669266,1.2252589956982718,0.9316048284151903
2014-08-18,10.445130743006812,5.231670736727719,8.806349334635463,21.432605872176037,6.593726885140572,9.350472086108997,1.911942465204514,1.2467460257344583,1.0591924609910355,1.90884160513173,1.2405550992587877,1.0555145590994297
2014-08-19,10.430345484516037,5.213357522098289,8.79441463122823,22.853310414354766,6.940790256984908,10.629821328977297,2.0261120506020536,1.3133112564207206,1.1928228222038013,2.023012501778911,1.307110000332976,1.1891466974783758
2014-08-20,10.42736484458003,5.197681243390536,8.790288101189955,22.70332408808877,6.049017478240248,10.494758135151816,2.014936467227463,1.1559674496858443,1.1794388721978122,2.0118436436361526,1.1497627598489044,1.1757700504691875
2014-08-21,10.411972378875637,5.159567269206609,8.775888708596115,23.68978916866449,6.945112451368596,11.383073274917145,2.0947311844079,1.327247320021459,1.2725107856275861,2.0916406487972066,1.3210106397466388,1.2688440833159502
2014-08-22,10.384623315045788,5.159154474936891,8.738407437566604,22.421884329323195,6.998436210091641,10.241320680987398,2.000673528960673,1.3370141718615565,1.1596358774721072,1.9975767647190197,1.330780838414904,1.155955718315552
2014-08-25,10.390946127334603,5.131374019460287,8.746848702614251,22.655521501111963,6.481575175474319,10.45171174398467,2.0178830731429325,1.2495856441072155,1.1804073052200066,2.014790866526452,1.2433239776910505,1.1767338733980026
2014-08-26,10.383269453595785,5.128576847265878,8.73965077205065,23.143176090961347,6.248965988995359,10.890846350641725,2.0575450119799026,1.207587399991168,1.2267279727591571,2.0544459330666296,1.201313033364172,1.2230460668965824
2014-08-27,10.237843951856183,5.10585180048597,8.574417689216155,25.180238916781363,5.942139504552246,12.725228311504534,2.2456956402439987,1.156082070831238,1.4401224406927693,2.242555640695648,1.149785995927174,1.4363732851757316
2014-08-28,10.236292661005063,5.088748065816538,8.56316614710133,24.668265883818364,6.516521352153815,13.09884700510404,2.205947696423611,1.2660769203682367,1.4805629589797897,2.202810322335266,1.259765922272048,1.4768125845500906
2014-08-29,10.237235967495351,5.088230716435867,8.565245213060356,24.77443343526897,6.420751064469843,13.263425469611413,2.21407638677095,1.2485176375199223,1.497209768001808,2.2109400770338237,1.242207557526418,1.4934612305055135
2014-09-02,10.224151142553053,5.126987056818304,8.562227930311636,25.29048279302937,5.940945536286546,13.446872904052132,2.257184243970208,1.1513077633596935,1.516617913576503,2.2540439203972826,1.1450453830395761,1.5128680551158973
2014-09-03,10.212871175303462,5.093912049409433,8.540193356756829,24.504121020549107,6.699231456109911,14.044829510394429,2.1978611240601404,1.2984991325660282,1.5818983092558154,2.1947153892746867,1.2921921952251612,1.5781364524952666
2014-09-04,10.188295056196763,5.095664418260748,8.534253715678785,23.269438400657627,6.6734480416656305,14.236808632952137,2.1050130666771967,1.2933260988696114,1.6026587997961492,2.1018577963196345,1.2870174366920728,1.5988919999732363
2014-09-05,10.195291533809803,5.0333911244868075,8.54443719101706,23.893017596440714,7.526745635552579,14.814694751201918,2.1531731410610973,1.4670333845226942,1.659937357543772,2.15001808987422,1.4606427294238244,1.6561727249605835
2014-09-08,10.200662957638329,5.0014602019028915,8.549303177513652,23.366012899623524,6.763253045118778,14.326306587192295,2.110267604199364,1.3335672495935875,1.6091523357965964,2.1071122692905084,1.3271318274119892,1.6053875251149068
2014-09-09,10.186572307175169,5.004969541739975,8.526559135695742,21.370829440564766,6.3018627064327815,12.477321194241231,1.952853945765794,1.2461113919180058,1.4218971952951855,1.9496922984302698,1.2396765177545346,1.4181200152298679
2014-09-10,10.168868443972451,4.988716759936417,8.504085038677982,20.9353638490134,6.5278827419168906,12.073764561764143,1.9207041852403608,1.2925942050384698,1.3831459495839882,1.9175370335193458,1.286138366644968,1.3793587874087954
2014-09-11,10.166196075521688,4.967659618887986,8.50009690375861,20.672987384874155,5.8588316552134145,11.83061386429587,1.8998019509559074,1.1710061379968006,1.3581917789243318,1.8966359183824057,1.1645269283904647,1.3544051741022771
2014-09-12,10.183226041427362,4.983825058055427,8.51919113314719,20.251290536226207,5.447950051647088,11.439817063197765,1.8623921772554672,1.0893199293833544,1.3142284215087299,1.8592314394114122,1.082861735616765,1.3104503036779807
2014-09-15,10.183340417746237,4.985310711738413,8.518338128581137,19.924405535489264,5.504998494843094,11.136884724423046,1.8356220123678264,1.0998615824727507,1.282382345244872,1.83246131002426,1.0934053132881802,1.278603849083078
2014-09-16,10.191604760747648,4.981550439323067,8.528722346219505,20.09067698201219,5.241654336053747,11.290972547520228,1.8478199675181373,1.0504755090647324,1.2971759339234556,1.8446571557994138,1.0440048073499724,1.293396454927498
2014-09-17,10.18626891564694,4.985750875084044,8.521369639353221,19.769360499621946,4.7657790310720705,10.993200691124505,1.8224133037010275,0.9587155157885859,1.2667675550381665,1.8192457186637248,0.9522438982105011,1.2629810894383016
2014-09-18,10.133454583108405,4.83337837825878,8.455684115377295,18.966894678507828,3.4120030275787805,10.249535954508215,1.7649998145803458,0.7182760647164188,1.1964198187720507,1.7618137624785914,0.7115963240162558,1.192601592614119
2014-09-19,10.132122758711397,4.833689154568275,8.454331959340262,19.046302525653026,4.165317637300725,10.323125151927481,1.771808763691582,0.8684135829059226,1.2044933348166225,1.7686215094951194,0.8617326297562441,1.2006735592344606
2014-09-22,10.131351793230586,4.837011068544177,8.453441500846782,19.057287904575617,4.284630190516103,10.333305571713748,1.7728472786581575,0.8915208787832914,1.205703269065627,1.7696605652823607,0.8848461546991666,1.201884029969792
2014-09-23,10.141822672882723,4.827596819575473,8.465267600318315,18.82187141269911,4.115261371693668,10.115139341052991,1.7515916391200423,0.8594908189740371,1.1807464179339506,1.748407433299724,0.8528014345886883,1.1769315768316546
2014-09-24,10.164116449336188,4.823968273457098,8.467399901397496,20.039629562136916,3.445633990453123,10.046472428403796,1.8483608110951966,0.7263248860658629,1.1731005343973593,1.8451867127940915,0.7196370508801332,1.169290403172927
2014-09-25,10.294790430734528,4.83991094865461,8.618564857450359,18.492263821967935,3.662045315615714,8.627923055307374,1.7000886477456956,0.7672758666924979,1.0034400518157367,1.6969586935778986,0.7606182602701669,0.9997013525371183
2014-09-26,10.315806755349675,4.839755703029029,8.614220767304925,18.97035131437761,3.66544514718814,7.9651946710654675,1.7358939844138888,0.7679766815283634,0.9328390029831761,1.7327696375269186,0.7613172216918902,0.9290974969789427
2014-09-29,10.307380679364389,4.8477863635201,8.606769260465608,19.240411053900797,3.85350614421196,8.771440937041586,1.75924239555647,0.8041774608414682,1.0200432618968618,1.7561154945788833,0.7975290328155971,1.0162985165984475
2014-09-30,10.295066638576621,4.8464731587626675,8.587243276684681,19.542227421887826,3.5906282576997572,9.283935409073996,1.78579623467895,0.7520798299183875,1.0769261403045014,1.7826625099651119,0.7454230500912699,1.0731691831860843
2014-10-01,10.36413935011269,4.910386156627562,8.620724233916034,17.076329178478545,4.694108437770272,10.44806250003052,1.573338678329538,0.9587422084403032,1.1960348385121287,1.5702258385976438,0.9521720724618175,1.1922924725715744
2014-10-02,10.3625608978825,4.9182425025410526,8.6256958942288,17.220826960203816,4.208784808581134,10.261866928922636,1.5854733482114625,0.8627993309075747,1.1758264912027878,1.5823600343237234,0.8562396899912821,1.1720862822791807
2014-10-03,10.371098621088713,4.9169595146413165,8.625417566994425,19.594678922274,4.035714476379715,10.078743615724006,1.77769429701378,0.8292009898206463,1.1565832049316713,1.7745873723383552,0.8226477078338467,1.1528474759693517
2014-10-06,10.351956117736663,4.910471736238723,8.620527157722238,18.58400048905613,4.49251727297888,10.562080306233469,1.6987508483484675,0.9194687893068376,1.208034115405096,1.695641245117788,0.912913314004943,1.2042999497794211
2014-10-07,10.434872326927874,4.942731829259025,8.637590486476267,17.770357737439202,5.011917159766743,11.111650107906845,1.6200597260895913,1.014122101093118,1.263245693572938,1.6169778742805359,1.0076158346661923,1.2595225800254324
2014-10-08,10.49672474542233,4.953460073013179,8.642640222504149,21.237134737062703,5.434562320351022,11.55884507846614,1.8876970527817438,1.0931368712801603,1.3090531309894657,1.8846484827975025,1.0866767404786475,1.3053505587235958
2014-10-09,10.703965906780539,4.953235736957543,8.642496260152043,18.789783551487705,5.440539220516549,11.565169153465504,1.6625602476785863,1.094328824451049,1.3097297004921427,1.6595825648141231,1.0878940376661999,1.3060417595427931
2014-10-10,10.543284546492306,4.961155969226836,8.645387611714469,14.867581633128601,6.082135351923745,12.244033103306995,1.3676677842871519,1.214967328261045,1.3795226247481625,1.3646578942631562,1.2085708095518017,1.3758519822735982
2014-10-13,10.665559211670445,4.984604067535268,8.641165351454195,12.31406782015596,6.478493404474839,12.164591009296322,1.1423230572963354,1.284320340934333,1.3719575031626143,1.1393692535982098,1.2780000860424359,1.3683117022826776
2014-10-14,10.659089237527155,4.974423087806265,8.633690860281899,12.008766519066484,7.04813007445817,11.89920195378258,1.117403242053394,1.3941345801246559,1.3456207133326012,1.1144673767003115,1.3878436695536231,1.3419961162403158
2014-10-15,10.659332663863681,5.003419180939548,8.612985795514883,12.00507184561408,7.632146435392184,13.371445032243212,1.1170705628376418,1.4951151139015542,1.5004805919733346,1.1141652914724032,1.488925695657556,1.4968850613761517
2014-10-16,10.577632374564622,4.991589087411179,8.608023214283113,10.427285616829863,6.822526577298138,12.518653591407404,0.9907080323467108,1.3472336369960598,1.4135379057688326,0.9878073322102171,1.3410867889411868,1.409973493951057
2014-10-17,10.625504782428052,4.971709932782961,8.590846570928576,11.03126402938317,5.907483267189306,11.4273359529683,1.0380721103035215,1.1793428948565543,1.302691325515317,1.0351900810269987,1.1731834414140143,1.299126715717207
